antibody,id,unique_id,location,latitude,longitude,date,species,sex,pregnant,lactating,has_pup,age_class,weight_g,forearm_mm,head_mm,body_mm,body_condition,microchip_id,mother,pup,notes,sheet_name,collection_date,imputed,cohort,luminex,classification,class_uncertainty,seropos
Filovirus,ENB-0070,faridpur_may_2011_ENB-0070,Tepakhula,23.6066111,89.81447222222222,2011-05-05T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,preweaned,118,100,60,121,good,065_783_113,faridpur_may_2011_ENB-0069,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2011,3419,2,6.171015162841353e-4,TRUE
Filovirus,ENB-0071,faridpur_may_2011_ENB-0071,Tepakhula,23.6066111,89.81447222222222,2011-05-05T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,756,172,69,220,good,065_633_122,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,477,2,0.47250129713867906,TRUE
Filovirus,ENB-0072,faridpur_may_2011_ENB-0072,Tepakhula,23.6066111,89.81447222222222,2011-05-05T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,633,171,74,218,good,027_301_580,NA,NA,Recaptured (6/17/2010),faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,113,1,0.072851391,FALSE
Filovirus,ENB-0073,faridpur_may_2011_ENB-0073,Tepakhula,23.6066111,89.81447222222222,2011-05-05T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,605,172,73,216,good,065_772_101,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,5274.5,2,7.059157710254116e-5,TRUE
Filovirus,ENB-0074,faridpur_may_2011_ENB-0074,Tepakhula,23.6066111,89.81447222222222,2011-05-05T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,649,166,75,217,good,065_780_555,NA,NA,Recaptured 11/13/2012,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,1412.5,2,0.026572242008254143,TRUE
Filovirus,ENB-0075,faridpur_may_2011_ENB-0075,Tepakhula,23.6066111,89.81447222222222,2011-05-05T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,710,172,75,215,good,068_614_275,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,3998.5,2,2.887955459098812e-4,TRUE
Filovirus,ENB-0076,faridpur_may_2011_ENB-0076,Tepakhula,23.6066111,89.81447222222222,2011-05-05T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,688,171,75,220,good,068_603_598,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,966,2,0.096786499,TRUE
Filovirus,ENB-0077,faridpur_may_2011_ENB-0077,Tepakhula,23.6066111,89.81447222222222,2011-05-05T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,739,175,78,215,good,068_601_561,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,2002.5,2,0.006722928,TRUE
Filovirus,ENB-0078,faridpur_may_2011_ENB-0078,Tepakhula,23.6066111,89.81447222222222,2011-05-05T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,445,150,70,185,good,068_607_029,NA,NA,300µl urine in both VTM and LB,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2010,1431,2,0.025318656516498228,TRUE
Filovirus,ENB-0079,faridpur_may_2011_ENB-0079,Tepakhula,23.6066111,89.81447222222222,2011-05-05T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,646,168,75,205,good,026_824_582,NA,NA,"Recaptured (5/9/2009 and 9/20/2010),-300µl urine in both VTM and LB",faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,853.5,2,0.1392281590793092,TRUE
Filovirus,ENB-0080,faridpur_may_2011_ENB-0080,Tepakhula,23.6066111,89.81447222222222,2011-05-05T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,641,168,76,194,fair,068_579_793,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,100,1,0.06506312,FALSE
Filovirus,ENB-0081,faridpur_may_2011_ENB-0081,Tepakhula,23.6066111,89.81447222222222,2011-05-05T00:00:00Z,Pteropus giganteus,female,FALSE,TRUE,TRUE,adult,572,165,78,192,fair,068_617_044,NA,faridpur_may_2011_ENB-0082,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,699,2,0.23276201002574415,TRUE
Filovirus,ENB-0082,faridpur_may_2011_ENB-0082,Tepakhula,23.6066111,89.81447222222222,2011-05-05T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,preweaned,108,92,47,105,fair,068_600_336,faridpur_may_2011_ENB-0081,NA,Alopecia in chest and head,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2011,275,1,0.2366704166850515,FALSE
Filovirus,ENB-0083,faridpur_may_2011_ENB-0083,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,adult,545,172,73,210,fair,068_597_793,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,950,2,0.10184048653322575,TRUE
Filovirus,ENB-0084,faridpur_may_2011_ENB-0084,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,382,154,72,195,good,068_620_265,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2010,633,2,0.289764921,TRUE
Filovirus,ENB-0085,faridpur_may_2011_ENB-0085,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,female,FALSE,TRUE,FALSE,adult,522,160,74,214,fair,068_607_261,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,712,2,0.22287312417488858,TRUE
Filovirus,ENB-0086,faridpur_may_2011_ENB-0086,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,preweaned,102,92,58,110,fair,068_621_276,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2011,322,1,0.3020197943917444,FALSE
Filovirus,ENB-0087,faridpur_may_2011_ENB-0087,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,female,FALSE,TRUE,FALSE,adult,559,172,76,210,fair,068_609_624,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,350.5,1,0.3435870453780133,FALSE
Filovirus,ENB-0088,faridpur_may_2011_ENB-0088,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,preweaned,118,106,57,116,good,068_602_046,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2011,121,1,0.078085818,FALSE
Filovirus,ENB-0089,faridpur_may_2011_ENB-0089,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,female,FALSE,TRUE,TRUE,adult,567,166,76,210,fair,068_599_000,NA,faridpur_may_2011_ENB-0090,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,981,2,0.092301139,TRUE
Filovirus,ENB-0090,faridpur_may_2011_ENB-0090,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,preweaned,135,115,59,118,good,068_601_613,faridpur_may_2011_ENB-0089,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2011,109,1,0.070359002,FALSE
Filovirus,ENB-0091,faridpur_may_2011_ENB-0091,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,female,FALSE,TRUE,TRUE,adult,476,165,75,215,fair,068_622_257,NA,faridpur_may_2011_ENB-0092,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,1552.5,2,0.018606419647987815,TRUE
Filovirus,ENB-0092,faridpur_may_2011_ENB-0092,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,preweaned,106,90,57,110,good,068_622_553,faridpur_may_2011_ENB-0091,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2011,3178,2,8.715708445733439e-4,TRUE
Filovirus,ENB-0093,faridpur_may_2011_ENB-0093,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,male,FALSE,TRUE,FALSE,adult,735,176,76,212,good,068_610_060,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,177,1,0.1236238449265431,FALSE
Filovirus,ENB-0094,faridpur_may_2011_ENB-0094,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,468,155,71,154,good,068_621_611,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2010,127,1,0.08222653,FALSE
Filovirus,ENB-0095,faridpur_may_2011_ENB-0095,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,623,172,76,218,good,068_616_097,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,1050,2,0.074460159,TRUE
Filovirus,ENB-0096,faridpur_may_2011_ENB-0096,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,female,FALSE,TRUE,TRUE,adult,476,171,74,116,fair,068_608_316,NA,faridpur_may_2011_ENB-0097,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,782.5,2,0.17612122213127746,TRUE
Filovirus,ENB-0097,faridpur_may_2011_ENB-0097,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,preweaned,95,90,57,107,fair,068_614_266,faridpur_may_2011_ENB-0096,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2011,192,1,0.13835186947562017,FALSE
Filovirus,ENB-0098,faridpur_may_2011_ENB-0098,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,female,FALSE,TRUE,TRUE,adult,484,167,75,189,fair,068_609_260,NA,faridpur_may_2011_ENB-0099,300µl urine in both VTM and LB,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,2290,2,0.003808431,TRUE
Filovirus,ENB-0099,faridpur_may_2011_ENB-0099,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,preweaned,94,86,51,106,fair,068_620_021,faridpur_may_2011_ENB-0098,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2011,1498,2,0.021321406260674247,TRUE
Filovirus,ENB-0100,faridpur_may_2011_ENB-0100,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,female,FALSE,TRUE,TRUE,adult,571,172,74,218,fair,068_602_834,NA,faridpur_may_2011_ENB-0101,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,1103,2,0.063390074,TRUE
Filovirus,ENB-0101,faridpur_may_2011_ENB-0101,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,preweaned,141,115,63,113,good,068_606_358,faridpur_may_2011_ENB-0100,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2011,185.5,1,0.1318436209868995,FALSE
Filovirus,ENB-0102,faridpur_may_2011_ENB-0102,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,female,FALSE,TRUE,TRUE,adult,525,162,71,205,fair,068_623_093,NA,faridpur_may_2011_ENB-0103,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,7331,2,1.1864853921683682e-5,TRUE
Filovirus,ENB-0103,faridpur_may_2011_ENB-0103,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,preweaned,85,82,55,106,fair,068_605_527,faridpur_may_2011_ENB-0102,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2011,3331,2,6.984581735085538e-4,TRUE
Filovirus,ENB-0104,faridpur_may_2011_ENB-0104,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,633,174,76,212,good,068_616_863,NA,NA,250µl urine in both VTM and LB,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,3710,2,4.166516170753809e-4,TRUE
Filovirus,ENB-0105,faridpur_may_2011_ENB-0105,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,457,162,72,190,good,068_608_331,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2010,518,2,0.41816783499329435,TRUE
Filovirus,ENB-0106,faridpur_may_2011_ENB-0106,Tepakhula,23.6066111,89.81447222222222,2011-05-06T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,508,177,75,220,good,068_623_624,NA,NA,Decaying of teeth,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,318,1,0.29627640926182475,FALSE
Filovirus,ENB-0107,faridpur_may_2011_ENB-0107,Shuvarampur,23.6010556,89.81602777777778,2011-05-07T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,juvenile,445,162,73,200,good,068_603_539,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2010,428,1,0.4580743900211317,FALSE
Filovirus,ENB-0108,faridpur_may_2011_ENB-0108,Shuvarampur,23.6010556,89.81602777777778,2011-05-07T00:00:00Z,Pteropus giganteus,female,TRUE,FALSE,FALSE,adult,686,172,73,210,fair,068_604_357,NA,NA,300µl urine in both VTM and LB,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,252,1,0.20686927242853115,FALSE
Filovirus,ENB-0109,faridpur_may_2011_ENB-0109,Shuvarampur,23.6010556,89.81602777777778,2011-05-07T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,790,171,72,218,good,068_623_851,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,215.5,1,0.1634376495565576,FALSE
Filovirus,ENB-0110,faridpur_may_2011_ENB-0110,Shuvarampur,23.6010556,89.81602777777778,2011-05-07T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,606,168,75,215,good,068_610_337,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,3686,2,4.2997456922921895e-4,TRUE
Filovirus,ENB-0111,faridpur_may_2011_ENB-0111,Shuvarampur,23.6010556,89.81602777777778,2011-05-07T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,juvenile,443,155,71,198,fair,068_608_824,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2010,244,1,0.19691965046056048,FALSE
Filovirus,ENB-0112,faridpur_may_2011_ENB-0112,Shuvarampur,23.6010556,89.81602777777778,2011-05-07T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,779,174,70,215,good,027_296_568,NA,NA,300µl urine in both VTM and LB and recaptured (11/12/2009),faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,1721,2,0.012444479705065903,TRUE
Filovirus,ENB-0113,faridpur_may_2011_ENB-0113,Shuvarampur,23.6010556,89.81602777777778,2011-05-07T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,673,175,72,211,good,068_607_797,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,987,2,0.090572443,TRUE
Filovirus,ENB-0114,faridpur_may_2011_ENB-0114,Shuvarampur,23.6010556,89.81602777777778,2011-05-07T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,664,171,75,210,good,068_621_801,NA,NA,300µl urine in LB and 250µ in VTM,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,398.5,1,0.4147377921132479,FALSE
Filovirus,ENB-0115,faridpur_may_2011_ENB-0115,Shuvarampur,23.6010556,89.81602777777778,2011-05-07T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,juvenile,429,156,73,192,good,068_597_364,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2010,871,2,0.13146518221044823,TRUE
Filovirus,ENB-0116,faridpur_may_2011_ENB-0116,Shuvarampur,23.6010556,89.81602777777778,2011-05-07T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,juvenile,392,152,72,192,fair,068_615_375,NA,NA,300µl urine in both VTM and LB,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2010,1171.5,2,0.051758065567171996,TRUE
Filovirus,ENB-0117,faridpur_may_2011_ENB-0117,Shuvarampur,23.6010556,89.81602777777778,2011-05-07T00:00:00Z,Pteropus giganteus,female,FALSE,TRUE,TRUE,adult,631,172,73,212,good,068_615_788,NA,faridpur_may_2011_ENB-0118,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,128.5,1,0.083290149,FALSE
Filovirus,ENB-0118,faridpur_may_2011_ENB-0118,Shuvarampur,23.6010556,89.81602777777778,2011-05-07T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,preweaned,198,132,61,136,good,068_613_107,faridpur_may_2011_ENB-0117,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2011,120.5,1,0.077749022,FALSE
Filovirus,ENB-0119,faridpur_may_2011_ENB-0119,Tepakhula,23.6066111,89.81447222222222,2011-05-08T00:00:00Z,Pteropus giganteus,female,FALSE,TRUE,TRUE,adult,506,166,75,209,fair,068_620_887,NA,faridpur_may_2011_ENB-0120,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,471,2,0.48076996951229967,TRUE
Filovirus,ENB-0120,faridpur_may_2011_ENB-0120,Tepakhula,23.6066111,89.81447222222222,2011-05-08T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,preweaned,165,121,65,145,good,068_612_378,faridpur_may_2011_ENB-0119,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2011,260.5,1,0.21768378971421032,FALSE
Filovirus,ENB-0121,faridpur_may_2011_ENB-0121,Tepakhula,23.6066111,89.81447222222222,2011-05-08T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,738,170,75,215,good,068_602_636,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,3373,2,6.581675192051106e-4,TRUE
Filovirus,ENB-0122,faridpur_may_2011_ENB-0122,Tepakhula,23.6066111,89.81447222222222,2011-05-08T00:00:00Z,Pteropus giganteus,female,FALSE,TRUE,TRUE,adult,514,166,73,208,fair,068_623_796,NA,faridpur_may_2011_ENB-0123,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,157,1,0.10561581774098783,FALSE
Filovirus,ENB-0123,faridpur_may_2011_ENB-0123,Tepakhula,23.6066111,89.81447222222222,2011-05-08T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,preweaned,125,115,60,132,good,068_623_339,faridpur_may_2011_ENB-0122,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2011,167.5,1,0.11483421707529329,FALSE
Filovirus,ENB-0124,faridpur_may_2011_ENB-0124,Tepakhula,23.6066111,89.81447222222222,2011-05-08T00:00:00Z,Pteropus giganteus,female,FALSE,TRUE,TRUE,adult,469,172,73,208,fair,068_610_331,NA,faridpur_may_2011_ENB-0125,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,2263,2,0.00400806,TRUE
Filovirus,ENB-0125,faridpur_may_2011_ENB-0125,Tepakhula,23.6066111,89.81447222222222,2011-05-08T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,preweaned,106,92,56,116,fair,068_615_266,faridpur_may_2011_ENB-0124,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2011,1832,2,0.009685756,TRUE
Filovirus,ENB-0126,faridpur_may_2011_ENB-0126,Tepakhula,23.6066111,89.81447222222222,2011-05-08T00:00:00Z,Pteropus giganteus,female,FALSE,TRUE,TRUE,adult,453,163,73,208,fair,068_616_008,NA,faridpur_may_2011_ENB-0127,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,585,2,0.33880938878790734,TRUE
Filovirus,ENB-0127,faridpur_may_2011_ENB-0127,Tepakhula,23.6066111,89.81447222222222,2011-05-08T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,preweaned,126,101,59,123,good,068_623_037,faridpur_may_2011_ENB-0126,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2011,386.5,1,0.39694616116293113,FALSE
Filovirus,ENB-0128,faridpur_may_2011_ENB-0128,Tepakhula,23.6066111,89.81447222222222,2011-05-08T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,395,154,71,194,good,068_623_808,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2010,614,2,0.3083930763894883,TRUE
Filovirus,ENB-0129,faridpur_may_2011_ENB-0129,Tepakhula,23.6066111,89.81447222222222,2011-05-08T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,juvenile,578,156,74,196,fair,068_613_367,NA,NA,200µl urine in LB,faridpur_may_2011,2011-05-06T00:00:00Z,TRUE,2010,3556,2,5.113363923828773e-4,TRUE
Filovirus,ENB-0130,faridpur_may_2011_ENB-0130,Tepakhula,23.6066111,89.81447222222222,2011-05-08T00:00:00Z,Pteropus giganteus,female,FALSE,TRUE,TRUE,adult,525,168,71,207,fair,068_602_829,NA,faridpur_may_2011_ENB-0131,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,678.5,2,0.24922596125686725,TRUE
Filovirus,ENB-0131,faridpur_may_2011_ENB-0131,Tepakhula,23.6066111,89.81447222222222,2011-05-08T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,preweaned,153,118,59,127,good,068_597_598,faridpur_may_2011_ENB-0130,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2011,229.5,1,0.1794870774719558,FALSE
Filovirus,ENB-0132,faridpur_may_2011_ENB-0132,Tepakhula,23.6066111,89.81447222222222,2011-05-08T00:00:00Z,Pteropus giganteus,female,FALSE,TRUE,TRUE,adult,534,165,73,210,fair,068_615_320,NA,faridpur_may_2011_ENB-0133,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,340.5,1,0.32889325316387796,FALSE
Filovirus,ENB-0133,faridpur_may_2011_ENB-0133,Tepakhula,23.6066111,89.81447222222222,2011-05-08T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,preweaned,153,116,60,125,good,068_597_581,faridpur_may_2011_ENB-0132,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2011,136.5,1,0.08915303,FALSE
Filovirus,ENB-0134,faridpur_may_2011_ENB-0134,Tepakhula,23.6066111,89.81447222222222,2011-05-08T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,761,179,76,198,good,068_599_791,NA,NA,200µl urine in both VTM and LB,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,513.5,2,0.42393260829270896,TRUE
Filovirus,ENB-0135,faridpur_may_2011_ENB-0135,Tepakhula,23.6066111,89.81447222222222,2011-05-08T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,579,168,76,184,good,068_614_855,NA,NA,NA,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,2410,2,0.003050659,TRUE
Filovirus,ENB-0136,faridpur_may_2011_ENB-0136,Tepakhula,23.6066111,89.81447222222222,2011-05-08T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,juvenile,466,161,75,175,good,068_614_346,NA,NA,300µl urine in  LB,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,2010,2646,2,0.002017494,TRUE
Filovirus,ENB-0137,faridpur_may_2011_ENB-0137,Shuvarampur,23.6010556,89.81602777777778,2011-05-07T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,621,180,73,212,good,NA_NA_NA,NA,NA,Recaptured and Dead bat collected underneath the bat roost,faridpur_may_2011,2011-05-06T00:00:00Z,FALSE,NA,369.5,1,0.37170305001101356,FALSE
Filovirus,ENB-236,faridpur_aug_2011_ENB-236,"Tambulkhana Faridpur,Sadar",NA,NA,2011-08-12T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,381,152,71,182,fair,068_623_769,NA,NA,NA,faridpur_aug_2011,2011-08-17T00:00:00Z,FALSE,2011,3440,2,5.993484066918464e-4,TRUE
Filovirus,ENB-237,faridpur_aug_2011_ENB-237,"Tambulkhana Faridpur,Sadar",NA,NA,2011-08-12T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,307,149,70,185,fair,068_604_550,NA,NA,NA,faridpur_aug_2011,2011-08-17T00:00:00Z,FALSE,2011,109,1,0.070359002,FALSE
Filovirus,ENB-238,faridpur_aug_2011_ENB-238,"Tambulkhana Faridpur,Sadar",NA,NA,2011-08-12T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,313,152,71,182,fair,068_610_116,NA,NA,NA,faridpur_aug_2011,2011-08-17T00:00:00Z,FALSE,2011,158.5,1,0.106900485,FALSE
Filovirus,ENB-239,faridpur_aug_2011_ENB-239,"Tambulkhana Faridpur,Sadar",NA,NA,2011-08-12T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,410,151,71,182,good,068_620_517,NA,NA,NA,faridpur_aug_2011,2011-08-17T00:00:00Z,FALSE,2011,90,1,0.059705513,FALSE
Filovirus,ENB-240,faridpur_aug_2011_ENB-240,"Tambulkhana Faridpur,Sadar",NA,NA,2011-08-12T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,857,175,76,226,good,068_598_028,NA,NA,NA,faridpur_aug_2011,2011-08-17T00:00:00Z,FALSE,NA,166,1,0.11348518647940697,FALSE
Filovirus,ENB-241,faridpur_aug_2011_ENB-241,"Tambulkhana Faridpur,Sadar",NA,NA,2011-08-13T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,274,151,69,176,fair,068_600_872,NA,NA,NA,faridpur_aug_2011,2011-08-17T00:00:00Z,FALSE,2011,663,2,0.2624045096867087,TRUE
Filovirus,ENB-242,faridpur_aug_2011_ENB-242,"Tambulkhana Faridpur,Sadar",NA,NA,2011-08-14T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,adult,571,165,72,205,good,068_610_884,NA,NA,NA,faridpur_aug_2011,2011-08-17T00:00:00Z,FALSE,NA,325,1,0.3063445616476279,FALSE
Filovirus,ENB-243,faridpur_aug_2011_ENB-243,"Tambulkhana Faridpur,Sadar",NA,NA,2011-08-14T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,juvenile,366,146,65,185,good,068_604_538,NA,NA,NA,faridpur_aug_2011,2011-08-17T00:00:00Z,FALSE,2011,117,1,0.075427328,FALSE
