antibody,id,unique_id,location,latitude,longitude,date,species,sex,pregnant,lactating,has_pup,age_class,weight_g,forearm_mm,head_mm,body_mm,body_condition,microchip_id,mother,pup,notes,sheet_name,collection_date,imputed,cohort,luminex,classification,class_uncertainty,seropos
Nipah,1,faridpur_jul_2007_1,Dumra Khandie,23.57759,89.8021,2007-07-20T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,juvenile,316,145,70,175,good,080_843_971,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,96,1,0.007394464,FALSE
Nipah,2,faridpur_jul_2007_2,Dumra Khandie,23.57759,89.8021,2007-07-20T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,312,155,65,162,good,081_893_624,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,464,2,0.3522244347056612,TRUE
Nipah,3,faridpur_jul_2007_3,Dumra Khandie,23.57759,89.8021,2007-07-20T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,812,183,82,220,good,081_029_784,NA,NA,centrifuged,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,13035,2,2.2870594307278225e-14,TRUE
Nipah,4,faridpur_jul_2007_4,Dumra Khandie,23.57759,89.8021,2007-07-22T00:00:00Z,Pteropus giganteus,female,FALSE,TRUE,FALSE,adult,600,170,62,210,good,081_085_565,NA,NA,"beging D.K. location, batfly",faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,22602,2,0,TRUE
Nipah,5,faridpur_jul_2007_5,Dumra Khandie,23.57759,89.8021,2007-07-22T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,824,180,77,230,good,081_089_068,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,1948,2,2.3180894039520616e-5,TRUE
Nipah,6,faridpur_jul_2007_6,Dumra Khandie,23.57759,89.8021,2007-07-22T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,706,175,72,210,good,081_036_580,NA,NA,recaptured later; batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,117,1,0.010703922468850657,FALSE
Nipah,7,faridpur_jul_2007_7,Dumra Khandie,23.57759,89.8021,2007-07-22T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,728,170,72,220,fair,081_074_282,NA,NA,hemolyzed; free catch urine;swab from fur and floor+AD41,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,2167,2,9.062864672726434e-6,TRUE
Nipah,8,faridpur_jul_2007_8,Dumra Khandie,23.57759,89.8021,2007-07-22T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,764,164,70,200,good,081_056_786,NA,NA,batfly; urine swab from wing,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,2187,2,8.347480830006582e-6,TRUE
Nipah,9,faridpur_jul_2007_9,Dumra Khandie,23.57759,89.8021,2007-07-22T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,208,135,45,150,good,080_894_890,NA,NA,batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,162,1,0.023811984,FALSE
Nipah,10,faridpur_jul_2007_10,Dumra Khandie,23.57759,89.8021,2007-07-22T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,808,178,70,220,good,080_885_347,NA,NA,batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,28709,2,0,TRUE
Nipah,11,faridpur_jul_2007_11,Dumra Khandie,23.57759,89.8021,2007-07-22T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,812,170,60,210,good,081_085_025,NA,NA,floor urine; batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,28671,2,0,TRUE
Nipah,12,faridpur_jul_2007_12,Dumra Khandie,23.57759,89.8021,2007-07-22T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,322,145,61,170,good,081_072_364,NA,NA,batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,91,1,0.006794626,FALSE
Nipah,13,faridpur_jul_2007_13,Dumra Khandie,23.57759,89.8021,2007-07-22T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,792,165,62,210,good,081_091_564,NA,NA,batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,10610,2,3.235189893757706e-13,TRUE
Nipah,14,faridpur_jul_2007_14,Dumra Khandie,23.57759,89.8021,2007-07-22T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,904,181,70,225,good,081_061_605,NA,NA,batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,15996,2,1.5543122344752192e-15,TRUE
Nipah,15,faridpur_jul_2007_15,Dumra Khandie,23.57759,89.8021,2007-07-22T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,712,170,70,195,good,080_877_873,NA,NA,batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,27772,2,0,TRUE
Nipah,16,faridpur_jul_2007_16,Dumra Khandie,23.57759,89.8021,2007-07-22T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,910,173,65,220,good,080_889_891,NA,NA,"urine porphyrine stained; missing R 4,5 metatars. Batfly",faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,19808.5,2,0,TRUE
Nipah,17,faridpur_jul_2007_17,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,850,174,70,202,good,094_262_595,NA,NA,2.5ml blood drawn; batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,96.5,1,0.007458086,FALSE
Nipah,18,faridpur_jul_2007_18,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,382,152,65,150,good,094_121_562,NA,NA,batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,1661,2,8.990044297207955e-5,TRUE
Nipah,19,faridpur_jul_2007_19,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,926,182,75,210,good,094_264_584,NA,NA,batfly; no swab or urine for VTM,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,13925,2,9.547918011776346e-15,TRUE
Nipah,20,faridpur_jul_2007_20,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,female,FALSE,TRUE,FALSE,adult,572,170,75,180,good,094_261_082,NA,NA,batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,259.5,1,0.10929949675002248,FALSE
Nipah,21,faridpur_jul_2007_21,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,436,150,72,160,fair,094_267_788,NA,NA,batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,14049.5,2,8.43769498715119e-15,TRUE
Nipah,22,faridpur_jul_2007_22,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,718,165,70,195,good,099_612_063,NA,NA,"batfly, serum_ccm was '1000, 500'",faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,208,1,0.051122358356320396,FALSE
Nipah,23,faridpur_jul_2007_23,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,890,180,72,220,good,099_616_012,NA,NA,batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,9013,2,2.4695800959761982e-12,TRUE
Nipah,24,faridpur_jul_2007_24,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,246,140,62,142,good,099_612_824,NA,NA,"1 swab trisol urine only, no VTM",faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,319,1,0.22677268724683586,FALSE
Nipah,25,faridpur_jul_2007_25,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,194,130,54,125,good,099_608_114,NA,NA,batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,13918,2,9.547918011776346e-15,TRUE
Nipah,26,faridpur_jul_2007_26,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,adult,620,155,79,195,good,099_618_012,NA,NA,batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,26564.5,2,0,TRUE
Nipah,27,faridpur_jul_2007_27,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,740,177,85,250,good,099_615_626,NA,NA,batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,17205,2,4.440892098500626e-16,TRUE
Nipah,28,faridpur_jul_2007_28,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,juvenile,304,147,60,150,good,099_609_031,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,94,1,0.007146671,FALSE
Nipah,29,faridpur_jul_2007_29,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,764,172,77,215,good,099_601_065,NA,NA,batfly; got urine from floor,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,22746.5,2,0,TRUE
Nipah,30,faridpur_jul_2007_30,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,934,170,80,230,fair,099_608_769,NA,NA,batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,102,1,0.008203583,FALSE
Nipah,31,faridpur_jul_2007_31,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,female,FALSE,TRUE,FALSE,adult,524,170,75,180,fair,099_618_568,NA,NA,batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,28197,2,0,TRUE
Nipah,32,faridpur_jul_2007_32,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,754,170,70,200,fair,099_615_042,NA,NA,batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,1230,2,9.835229261072609e-4,TRUE
Nipah,33,faridpur_jul_2007_33,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,294,139,65,155,good,099_608_805,NA,NA,"batfly, only trisol urine swab, serum_ccm read '400,250'",faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,9363,2,1.5447643164634428e-12,TRUE
Nipah,34,faridpur_jul_2007_34,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,774,180,74,200,good,099_612_334,NA,NA,batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,3304,2,1.6960234072715963e-7,TRUE
Nipah,35,faridpur_jul_2007_35,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,juvenile,330,150,70,160,good,099_605_009,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,107,1,0.008957487,FALSE
Nipah,36,faridpur_jul_2007_36,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,juvenile,300,142,60,140,good,099_608_863,NA,NA,batfly,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,5136.5,2,1.693068796271291e-9,TRUE
Nipah,37,faridpur_jul_2007_37,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,368,150,68,155,good,099_613_617,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,154,1,0.020709469137123904,FALSE
Nipah,38,faridpur_jul_2007_38,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,736,162,75,205,fair,099_612_807,NA,NA,Serum_ccm read '700;600',faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,323,1,0.23670267771694675,FALSE
Nipah,39,faridpur_jul_2007_39,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,678,170,80,190,fair,099_607_010,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,24481,2,0,TRUE
Nipah,40,faridpur_jul_2007_40,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,350,158,74,150,good,099_612_274,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,121,1,0.01149967,FALSE
Nipah,41,faridpur_jul_2007_41,Dumra Khandie,23.57759,89.8021,2007-07-23T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,810,174,75,195,fair,099_606_515,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,99,1,0.007786439,FALSE
Nipah,42,faridpur_jul_2007_42,Dumra Khandie,23.57759,89.8021,2007-07-25T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,914,175,75,210,good,099_617_067,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,26983,2,0,TRUE
Nipah,43,faridpur_jul_2007_43,Dumra Khandie,23.57759,89.8021,2007-07-25T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,juvenile,328,145,62,140,good,099_603_283,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,692.5,2,0.050501385558528566,TRUE
Nipah,44,faridpur_jul_2007_44,Dumra Khandie,23.57759,89.8021,2007-07-25T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,350,150,65,150,good,099_606_770,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,157,1,0.021826672797920277,FALSE
Nipah,45,faridpur_jul_2007_45,Dumra Khandie,23.57759,89.8021,2007-07-25T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,392,150,62,155,good,099_612_296,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,817,2,0.017932207744570827,TRUE
Nipah,46,faridpur_jul_2007_46,Dumra Khandie,23.57759,89.8021,2007-07-25T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,704,172,68,210,good,099_609_262,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,25335,2,0,TRUE
Nipah,47,faridpur_jul_2007_47,Dumra Khandie,23.57759,89.8021,2007-07-25T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,juvenile,380,146,68,170,good,099_616_272,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,61,1,0.004451727,FALSE
Nipah,48,faridpur_jul_2007_48,Dumra Khandie,23.57759,89.8021,2007-07-25T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,812,180,70,220,fair,099_608_049,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,5359,2,1.0616523216100404e-9,TRUE
Nipah,49,faridpur_jul_2007_49,Dumra Khandie,23.57759,89.8021,2007-07-25T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,846,172,80,210,good,099_610_890,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,968,2,0.005674253,TRUE
Nipah,50,faridpur_jul_2007_50,Dumra Khandie,23.57759,89.8021,2007-07-25T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,896,170,85,220,good,099_614_071,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,9547.5,2,1.213251721310371e-12,TRUE
Nipah,51,faridpur_jul_2007_51,Dumra Khandie,23.57759,89.8021,2007-07-25T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,juvenile,356,150,65,140,good,099_611_577,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,95,1,0.007269237,FALSE
Nipah,52,faridpur_jul_2007_52,Dumra Khandie,23.57759,89.8021,2007-07-25T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,juvenile,328,140,65,160,good,099_602_859,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,72,1,0.005071011,FALSE
Nipah,53,faridpur_jul_2007_53,Dumra Khandie,23.57759,89.8021,2007-07-26T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,782,175,80,205,good,099_604_522,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,20016.5,2,0,TRUE
Nipah,54,faridpur_jul_2007_54,Dumra Khandie,23.57759,89.8021,2007-07-26T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,914,170,80,220,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,745.5,2,0.032203937,TRUE
Nipah,55,faridpur_jul_2007_55,Dumra Khandie,23.57759,89.8021,2007-07-26T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,826,166,75,200,fair,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,28220,2,0,TRUE
Nipah,56,faridpur_jul_2007_56,Dumra Khandie,23.57759,89.8021,2007-07-26T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,900,175,78,210,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,27101,2,0,TRUE
Nipah,57,faridpur_jul_2007_57,Dumra Khandie,23.57759,89.8021,2007-07-26T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,208,136,56,125,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,252,1,0.098534151,FALSE
Nipah,58,faridpur_jul_2007_58,Dumra Khandie,23.57759,89.8021,2007-07-26T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,922,170,80,210,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,20601,2,0,TRUE
Nipah,59,faridpur_jul_2007_59,Dumra Khandie,23.57759,89.8021,2007-07-26T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,juvenile,356,144,60,140,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,188,1,0.036999339,FALSE
Nipah,60,faridpur_jul_2007_60,Dumra Khandie,23.57759,89.8021,2007-07-26T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,688,172,72,190,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,127.5,1,0.012922912,FALSE
Nipah,61,faridpur_jul_2007_61,Dumra Khandie,23.57759,89.8021,2007-07-26T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,adult,570,162,65,180,fair,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,985,2,0.005019841,TRUE
Nipah,62,faridpur_jul_2007_62,Dumra Khandie,23.57759,89.8021,2007-07-26T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,368,148,55,148,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,98,1,0.007653031,FALSE
Nipah,63,faridpur_jul_2007_63,Dumra Khandie,23.57759,89.8021,2007-07-26T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,346,148,55,145,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,1171,2,0.001425454,TRUE
Nipah,64,faridpur_jul_2007_64,Dumra Khandie,23.57759,89.8021,2007-07-27T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,adult,566,165,72,180,poor,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,131,1,0.013760476260203935,FALSE
Nipah,65,faridpur_jul_2007_65,Dumra Khandie,23.57759,89.8021,2007-07-27T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,886,176,74,200,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,15119,2,3.1086244689504383e-15,TRUE
Nipah,66,faridpur_jul_2007_66,Dumra Khandie,23.57759,89.8021,2007-07-27T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,juvenile,396,145,60,160,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,68.5,1,0.004843707,FALSE
Nipah,67,faridpur_jul_2007_67,Dumra Khandie,23.57759,89.8021,2007-07-27T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,1000,174,74,210,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,158.5,1,0.022405774213245078,FALSE
Nipah,68,faridpur_jul_2007_68,Dumra Khandie,23.57759,89.8021,2007-07-27T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,338,145,55,140,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,8570,2,4.570122058566994e-12,TRUE
Nipah,69,faridpur_jul_2007_69,Dumra Khandie,23.57759,89.8021,2007-07-27T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,juvenile,358,144,62,160,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,73.5,1,0.005176875,FALSE
Nipah,70,faridpur_jul_2007_70,Dumra Khandie,23.57759,89.8021,2007-07-27T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,374,155,63,162,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,1096.5,2,0.002320139,TRUE
Nipah,71,faridpur_jul_2007_71,Dumra Khandie,23.57759,89.8021,2007-07-27T00:00:00Z,Pteropus giganteus,female,FALSE,FALSE,FALSE,juvenile,354,145,57,160,fair,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,20967.5,2,0,TRUE
Nipah,72,faridpur_jul_2007_72,Dumra Khandie,23.57759,89.8021,2007-07-27T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,376,147,62,155,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,348,1,0.30374188357999876,FALSE
Nipah,73,faridpur_jul_2007_73,Dumra Khandie,23.57759,89.8021,2007-07-28T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,746,168,72,205,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,92.5,1,0.006967742,FALSE
Nipah,74,faridpur_jul_2007_74,Dumra Khandie,23.57759,89.8021,2007-07-28T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,892,170,72,206,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,9558,2,1.1968204205459188e-12,TRUE
Nipah,75,faridpur_jul_2007_75,Dumra Khandie,23.57759,89.8021,2007-07-28T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,836,170,72,210,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,21475,2,0,TRUE
Nipah,76,faridpur_jul_2007_76,Dumra Khandie,23.57759,89.8021,2007-07-28T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,770,164,64,190,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,3839.5,2,3.719716357153402e-8,TRUE
Nipah,77,faridpur_jul_2007_77,Dumra Khandie,23.57759,89.8021,2007-07-28T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,712,165,72,200,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,28307.5,2,0,TRUE
Nipah,78,faridpur_jul_2007_78,Dumra Khandie,23.57759,89.8021,2007-07-28T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,959,180,72,210,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,26156,2,0,TRUE
Nipah,79,faridpur_jul_2007_79,Dumra Khandie,23.57759,89.8021,2007-07-28T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,842,166,71,210,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,8064.5,2,9.526157640493693e-12,TRUE
Nipah,80,faridpur_jul_2007_80,Dumra Khandie,23.57759,89.8021,2007-07-28T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,764,173,72,205,fair,NA_NA_NA,NA,NA,hemolyzed,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,15845,2,1.7763568394002505e-15,TRUE
Nipah,81,faridpur_jul_2007_81,Dumra Khandie,23.57759,89.8021,2007-07-28T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,916,178,77,215,good,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,2160,2,9.328708574618538e-6,TRUE
Nipah,82,faridpur_jul_2007_82,Dumra Khandie,23.57759,89.8021,2007-07-28T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,684,168,82,195,fair,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,23091,2,0,TRUE
Nipah,83,faridpur_jul_2007_83,Dumra Khandie,23.57759,89.8021,2007-07-28T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,juvenile,298,145,59,145,fair,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,2007,44,1,0.004152536,FALSE
Nipah,84,faridpur_jul_2007_84,Dumra Khandie,23.57759,89.8021,2007-07-28T00:00:00Z,Pteropus giganteus,male,FALSE,FALSE,FALSE,adult,780,175,77,195,fair,NA_NA_NA,NA,NA,NA,faridpur_jul_2007,2007-07-25T00:00:00Z,FALSE,NA,2016,2,1.7180379591197337e-5,TRUE
